word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
軋む,きしむ,kishimu,五段-マ行,軋む,軋まない,軋まなかった,軋みます,軋んで,軋んだ,軋めば,軋め,軋もう,軋める
期する,きする,kisuru,サ行変格,期する,期しない,期しなかった,期します,期して,期した,期すれば,期しろ,期しよう,期せる
築き上げる,きずきあげる,kizukiageru,下一段-ガ行,築き上げる,築き上げない,築き上げなかった,築き上げます,築き上げて,築き上げた,築き上げれば,築き上げろ,築き上げよう,築き上げられる
築く,きずく,kizuku,五段-カ行,築く,築かない,築かなかった,築きます,築いて,築いた,築けば,築け,築こう,築ける
傷付く,きずつく,kizutsuku,五段-カ行,傷付く,傷付かない,傷付かなかった,傷付きます,傷付いて,傷付いた,傷付けば,傷付け,傷付こう,傷付ける
傷付ける,きずつける,kizutsukeru,下一段-カ行,傷付ける,傷付けない,傷付けなかった,傷付けます,傷付けて,傷付けた,傷付ければ,傷付けろ,傷付けよう,傷付けられる
着せ替える,きせかえる,kisekaeru,下一段-ア行,着せ替える,着せ替えない,着せ替えなかった,着せ替えます,着せ替えて,着せ替えた,着せ替えれば,着せ替えろ,着せ替えよう,着せ替えられる
着せる,きせる,kiseru,下一段-サ行,着せる,着せない,着せなかった,着せます,着せて,着せた,着せれば,着せろ,着せよう,着せられる
競い合う,きそいあう,kisoiau,五段-ワア行,競い合う,競い合わない,競い合わなかった,競い合います,競い合って,競い合った,競い合えば,競い合え,競い合おう,競い合える
競う,きそう,kisoo,五段-ワア行,競う,競わない,競わなかった,競います,競って,競った,競えば,競え,競おう,競える
鍛える,きたえる,kitaeru,下一段-ア行,鍛える,鍛えない,鍛えなかった,鍛えます,鍛えて,鍛えた,鍛えれば,鍛えろ,鍛えよう,鍛えられる
来す,きたす,kitasu,五段-サ行,来す,来さない,来さなかった,来します,来して,来した,来せば,来せ,来そう,来せる
来たる,きたる,kitaru,五段-ラ行,来たる,来たらない,来たらなかった,来たります,来たりて,来たった,来たれば,来たれ,来たろう,来たれる
喫する,きっする,kissuru,サ行変格,喫する,喫しない,喫しなかった,喫します,喫して,喫した,喫すれば,喫しろ,喫しよう,喫せる
気遣う,きづかう,kizukau,五段-ワア行,気遣う,気遣わない,気遣わなかった,気遣います,気遣って,気遣った,気遣えば,気遣え,気遣おう,気遣える
気付かす,きづかす,kizukasu,五段-サ行,気付かす,気付かさない,気付かさなかった,気付かします,気付かして,気付かした,気付かせば,気付かせ,気付かそう,気付かせる
気付く,きづく,kizuku,五段-カ行,気付く,気付かない,気付かなかった,気付きます,気付いて,気付いた,気付けば,気付け,気付こう,気付ける
気張る,きばる,kibaru,五段-ラ行,気張る,気張らない,気張らなかった,気張ります,気張って,気張った,気張れば,気張れ,気張ろう,気張れる
決まる,きまる,kimaru,五段-ラ行,決まる,決まらない,決まらなかった,決まります,決まって,決まった,決まれば,決まれ,決まろう,
決め付ける,きめつける,kimetsukeru,下一段-カ行,決め付ける,決め付けない,決め付けなかった,決め付けます,決め付けて,決め付けた,決め付ければ,決め付けろ,決め付けよう,決め付けられる
決める,きめる,kimeru,下一段-マ行,決める,決めない,決めなかった,決めます,決めて,決めた,決めれば,決めろ,決めよう,決められる
興じる,きょうじる,kyoojiru,上一段-ザ行,興じる,興じない,興じなかった,興じます,興じて,興じた,興じれば,興じろ,興じよう,興じられる
清める,きよめる,kiyomeru,下一段-マ行,清める,清めない,清めなかった,清めます,清めて,清めた,清めれば,清めろ,清めよう,清められる
嫌う,きらう,kirau,五段-ワア行,嫌う,嫌わない,嫌わなかった,嫌います,嫌って,嫌った,嫌えば,嫌え,嫌おう,嫌える
切らす,きらす,kirasu,五段-サ行,切らす,切らさない,切らさなかった,切らします,切らして,切らした,切らせば,切らせ,切らそう,切らせる
切り上げる,きりあげる,kiriageru,下一段-ガ行,切り上げる,切り上げない,切り上げなかった,切り上げます,切り上げて,切り上げた,切り上げれば,切り上げろ,切り上げよう,切り上げられる
切り落とす,きりおとす,kiriotosu,五段-サ行,切り落とす,切り落とさない,切り落とさなかった,切り落とします,切り落として,切り落とした,切り落とせば,切り落とせ,切り落とそう,切り落とせる
切り替える,きりかえる,kirikaeru,下一段-ア行,切り替える,切り替えない,切り替えなかった,切り替えます,切り替えて,切り替えた,切り替えれば,切り替えろ,切り替えよう,切り替えられる
切り替わる,きりかわる,kirikawaru,五段-ラ行,切り替わる,切り替わらない,切り替わらなかった,切り替わります,切り替わって,切り替わった,切り替われば,切り替われ,切り替わろう,切り替われる
切り崩す,きりくずす,kirikuzusu,五段-サ行,切り崩す,切り崩さない,切り崩さなかった,切り崩します,切り崩して,切り崩した,切り崩せば,切り崩せ,切り崩そう,切り崩せる
切り込む,きりこむ,kirikomu,五段-マ行,切り込む,切り込まない,切り込まなかった,切り込みます,切り込んで,切り込んだ,切り込めば,切り込め,切り込もう,切り込める
切り揃える,きりそろえる,kirisoroeru,下一段-ア行,切り揃える,切り揃えない,切り揃えなかった,切り揃えます,切り揃えて,切り揃えた,切り揃えれば,切り揃えろ,切り揃えよう,切り揃えられる
切り倒す,きりたおす,kiritaosu,五段-サ行,切り倒す,切り倒さない,切り倒さなかった,切り倒します,切り倒して,切り倒した,切り倒せば,切り倒せ,切り倒そう,切り倒せる
切り立つ,きりたつ,kiritatsu,五段-タ行,切り立つ,切り立たない,切り立たなかった,切り立ちます,切り立って,切り立った,切り立てば,切り立て,切り立とう,切り立てる
切り出す,きりだす,kiridasu,五段-サ行,切り出す,切り出さない,切り出さなかった,切り出します,切り出して,切り出した,切り出せば,切り出せ,切り出そう,切り出せる
切り付ける,きりつける,kiritsukeru,下一段-カ行,切り付ける,切り付けない,切り付けなかった,切り付けます,切り付けて,切り付けた,切り付ければ,切り付けろ,切り付けよう,切り付けられる
切り詰める,きりつめる,kiritsumeru,下一段-マ行,切り詰める,切り詰めない,切り詰めなかった,切り詰めます,切り詰めて,切り詰めた,切り詰めれば,切り詰めろ,切り詰めよう,切り詰められる
切り取る,きりとる,kiritoru,五段-ラ行,切り取る,切り取らない,切り取らなかった,切り取ります,切り取って,切り取った,切り取れば,切り取れ,切り取ろう,切り取れる
切り抜く,きりぬく,kirinuku,五段-カ行,切り抜く,切り抜かない,切り抜かなかった,切り抜きます,切り抜いて,切り抜いた,切り抜けば,切り抜け,切り抜こう,切り抜ける
切り抜ける,きりぬける,kirinukeru,下一段-カ行,切り抜ける,切り抜けない,切り抜けなかった,切り抜けます,切り抜けて,切り抜けた,切り抜ければ,切り抜けろ,切り抜けよう,切り抜けられる
切り離す,きりはなす,kirihanasu,五段-サ行,切り離す,切り離さない,切り離さなかった,切り離します,切り離して,切り離した,切り離せば,切り離せ,切り離そう,切り離せる
切り開く,きりひらく,kirihiraku,五段-カ行,切り開く,切り開かない,切り開かなかった,切り開きます,切り開いて,切り開いた,切り開けば,切り開け,切り開こう,切り開ける
切り分ける,きりわける,kiriwakeru,下一段-カ行,切り分ける,切り分けない,切り分けなかった,切り分けます,切り分けて,切り分けた,切り分ければ,切り分けろ,切り分けよう,切り分けられる
切る,きる,kiru,五段-ラ行,切る,切らない,切らなかった,切ります,切って,切った,切れば,切れ,切ろう,切れる
着る,きる,kiru,上一段-カ行,着る,着ない,着なかった,着ます,着て,着た,着れば,着ろ,着よう,着られる
切れ掛ける,きれかける,kirekakeru,下一段-カ行,切れ掛ける,切れ掛けない,切れ掛けなかった,切れ掛けます,切れ掛けて,切れ掛けた,切れ掛ければ,切れ掛けろ,切れ掛けよう,切れ掛けられる
切れる,きれる,kireru,下一段-ラ行,切れる,切れない,切れなかった,切れます,切れて,切れた,切れれば,切れろ,切れよう,
際立つ,きわだつ,kiwadatsu,五段-タ行,際立つ,際立たない,際立たなかった,際立ちます,際立って,際立った,際立てば,際立て,際立とう,際立てる
極まる,きわまる,kiwamaru,五段-ラ行,極まる,極まらない,極まらなかった,極まります,極まって,極まった,極まれば,極まれ,極まろう,極まれる
極める,きわめる,kiwameru,下一段-マ行,極める,極めない,極めなかった,極めます,極めて,極めた,極めれば,極めろ,極めよう,極められる
禁じる,きんじる,kinjiru,上一段-ザ行,禁じる,禁じない,禁じなかった,禁じます,禁じて,禁じた,禁じれば,禁じろ,禁じよう,禁じられる
食い荒らす,くいあらす,kuiarasu,五段-サ行,食い荒らす,食い荒らさない,食い荒らさなかった,食い荒らします,食い荒らして,食い荒らした,食い荒らせば,食い荒らせ,食い荒らそう,食い荒らせる
食い入る,くいいる,kuiiru,五段-ラ行,食い入る,食い入らない,食い入らなかった,食い入ります,食い入って,食い入った,食い入れば,食い入れ,食い入ろう,食い入れる
食い込む,くいこむ,kuikomu,五段-マ行,食い込む,食い込まない,食い込まなかった,食い込みます,食い込んで,食い込んだ,食い込めば,食い込め,食い込もう,食い込める
食い違う,くいちがう,kuichigau,五段-ワア行,食い違う,食い違わない,食い違わなかった,食い違います,食い違って,食い違った,食い違えば,食い違え,食い違おう,食い違える
食いちぎる,くいちぎる,kuichigiru,五段-ラ行,食いちぎる,食いちぎらない,食いちぎらなかった,食いちぎります,食いちぎって,食いちぎった,食いちぎれば,食いちぎれ,食いちぎろう,食いちぎれる
食い繋ぐ,くいつなぐ,kuitsunagu,五段-ガ行,食い繋ぐ,食い繋がない,食い繋がなかった,食い繋ぎます,食い繋いで,食い繋いだ,食い繋げば,食い繋げ,食い繋ごう,食い繋げる
食い止める,くいとめる,kuitomeru,下一段-マ行,食い止める,食い止めない,食い止めなかった,食い止めます,食い止めて,食い止めた,食い止めれば,食い止めろ,食い止めよう,食い止められる
食う,くう,kuu,五段-ワア行,食う,食わない,食わなかった,食います,食って,食った,食えば,食え,食おう,食える
区切る,くぎる,kugiru,五段-ラ行,区切る,区切らない,区切らなかった,区切ります,区切って,区切った,区切れば,区切れ,区切ろう,区切れる
括り付ける,くくりつける,kukuritsukeru,下一段-カ行,括り付ける,括り付けない,括り付けなかった,括り付けます,括り付けて,括り付けた,括り付ければ,括り付けろ,括り付けよう,括り付けられる
潜り抜ける,くぐりぬける,kugurinukeru,下一段-カ行,潜り抜ける,潜り抜けない,潜り抜けなかった,潜り抜けます,潜り抜けて,潜り抜けた,潜り抜ければ,潜り抜けろ,潜り抜けよう,潜り抜けられる
腐る,くさる,kusaru,五段-ラ行,腐る,腐らない,腐らなかった,腐ります,腐って,腐った,腐れば,腐れ,腐ろう,腐れる
挫く,くじく,kujiku,五段-カ行,挫く,挫かない,挫かなかった,挫きます,挫いて,挫いた,挫けば,挫け,挫こう,挫ける
挫ける,くじける,kujikeru,下一段-カ行,挫ける,挫けない,挫けなかった,挫けます,挫けて,挫けた,挫ければ,挫けろ,挫けよう,挫けられる
燻る,くすぶる,kusuburu,五段-ラ行,燻る,燻らない,燻らなかった,燻ります,燻って,燻った,燻れば,燻れ,燻ろう,燻れる
崩す,くずす,kuzusu,五段-サ行,崩す,崩さない,崩さなかった,崩します,崩して,崩した,崩せば,崩せ,崩そう,崩せる
